ppd_id,PlanName,fy,Notes_Fees,NoFeeData,group_fees,group_id,est_proportion,EQTotal_Fee,FITotal_Fee,RETotal_Fee,AltMiscTotal_Fee,PETotal_Fee,HFTotal_Fee,COMDTotal_Fee,CashTotal_Fee,OtherTotal_Fee
125,Wisconsin RS,2012,,1,,,,,,,,,,,,
125,Wisconsin RS,2013,,1,,,,,,,,,,,,
125,Wisconsin RS,2014,,1,,,,,,,,,,,,
125,Wisconsin RS,2015,,1,,,,,,,,,,,,
125,Wisconsin RS,2016,Only broken down by Core Fund vs. Variable Fund,1,,,,,,,,,,,,
125,Wisconsin RS,2017,,1,,,,,,,,,,,,
126,Wyoming Public Employees,2005,2005 WRS CAFR p62,,,,,6799,2918,2108,,,,,,
126,Wyoming Public Employees,2006,2006 WRS CAFR,,,,,6732,3090,3755,,,,,,
126,Wyoming Public Employees,2007,2007 WRS CAFR,,,,,8176,3162,3448,,,,,,
126,Wyoming Public Employees,2008,2008 WRS CAFR,,,,,7555,3280,4831,,,,,,
126,Wyoming Public Employees,2009,2009 WRS CAFR,,,,,4323,2386,,,2615,1026,,546,
126,Wyoming Public Employees,2010,2010 WRS CAFR,,,,,4223,6885,,,3164,,,1081,
126,Wyoming Public Employees,2011,2011 WRS CAFR,,,,,6609,9156,,,6375,5695,,512,
126,Wyoming Public Employees,2012,2012 WRS CAFR p97,,,,,4827,7526,,,7617,7671,,506,
126,Wyoming Public Employees,2013,2013 WRS CAFR,,,,,3447,15047,,,9320,13820,,304,
126,Wyoming Public Employees,2014,2014 WRS CAFR,,,,,4634,4414,,,20170,18486,,332,
126,Wyoming Public Employees,2015,2015 WRS CAFR p89,,,,,7439,2815,,,19915,12129,,58,
126,Wyoming Public Employees,2016,2016 WRS CAFR,,,,,7639,2921,,,17034,6973,,94,
126,Wyoming Public Employees,2017,2017 WRS CAFR p95,,,,,17994,1968,,,11894,15703,,,
127,Arizona State Corrections Officers,2005,,1,,,,,,,,,,,,
127,Arizona State Corrections Officers,2006,,1,,,,,,,,,,,,
127,Arizona State Corrections Officers,2007,,1,,,,,,,,,,,,
127,Arizona State Corrections Officers,2008,,1,,,,,,,,,,,,
127,Arizona State Corrections Officers,2009,,1,,,,,,,,,,,,
127,Arizona State Corrections Officers,2010,,1,,,,,,,,,,,,
127,Arizona State Corrections Officers,2011,,1,,,,,,,,,,,,
127,Arizona State Corrections Officers,2012,,1,,,,,,,,,,,,
127,Arizona State Corrections Officers,2013,,1,,,,,,,,,,,,
127,Arizona State Corrections Officers,2014,,1,,,,,,,,,,,,
127,Arizona State Corrections Officers,2015,"2015 AZ PSPRS CAFR p105; p38 for investment expense proportion; Same fees as Arizona Public Safety (ppd_id 5);  Fees > income statement inv. expense because some of these fees are deducted from the fund on a net basis, and others are classified and reported as an inv. expense. ",,1,8,0.14548349,11900,4100,27700,,22300,50800,12000,,
127,Arizona State Corrections Officers,2016,2016 AZ PSPRS CAFR; Same fees as Arizona Public Safety (ppd_id 5); Fees reported are the same as in 2015. ,,1,8,0.14468646,11900,4100,27700,,22300,50800,12000,,
127,Arizona State Corrections Officers,2017,2017 AZ PSPRS CAFR p77 - Add together individual listings; p36 for total investment expense propotions. Same fees as Arizona Public Safety (ppd_id 5); The way fees are presented and level of fees changes dramatically from 2016 to 2017; but total investment expenses as presented in income statement also drops.,,1,8,0.14495985,3945,195,5777,,20217,9565,15793,,
128,Connecticut Municipal,2005,2005 CIF CAFR - add up fee categories listed in text (example: 2005 CIF CAFR p57 mutual equity mgmt fees added into total equity); CIF aggregate fees,,1,11,0.063611165,49796,7178,1490,,,,,564,
128,Connecticut Municipal,2006,CIF aggregate fees,,1,11,0.061659411,53707,8217,1645,,,,,428,
128,Connecticut Municipal,2007,CIF aggregate fees,,1,11,0.064640991,40777,9228,1368,,,,,480,
128,Connecticut Municipal,2008,CIF aggregate fees,,1,11,0.055271123,43979,8352,4034,,,,,595,
128,Connecticut Municipal,2009,CIF aggregate fees,,1,11,0.053725127,36025,12435,4604,,,,,778,
128,Connecticut Municipal,2010,CIF aggregate fees,,1,11,0.064393289,50917,13248,3962,,,,,3281,
128,Connecticut Municipal,2011,CIF aggregate fees,,1,11,0.058787048,57671,13291,3846,,9352,710,,4499,
128,Connecticut Municipal,2012,CIF aggregate fees,,1,11,0.072297044,53740,12592,3985,,8537,901,,5729,
128,Connecticut Municipal,2013,CIF aggregate fees,,1,11,0.058199655,58232,16249,4968,,7367,1126,,6047,
128,Connecticut Municipal,2014,CIF aggregate fees,,1,11,0.065381445,56257,14677,8277,,6051,1026,,5493,
128,Connecticut Municipal,2015,CIF aggregate fees,,1,11,0.06832093,58803,17614,6532,,4916,1215,,5452,
128,Connecticut Municipal,2016,CIF aggregate fees,,1,11,0.06832093,59470,19982,8638,,5323,1114,,1959,
128,Connecticut Municipal,2017,2017 CIF CAFR - add up fee categories listed in text (example: 2017 CIF CAFR p73 mutual equity mgmt fees added into total equity); CIF aggregate fees,,1,11,0.070599534,62290,23442,10406,,4816,996,,2892,
129,Iowa Municipal Fire and Police,2005,,1,,,,,,,,,,,,
129,Iowa Municipal Fire and Police,2006,,1,,,,,,,,,,,,
129,Iowa Municipal Fire and Police,2007,,1,,,,,,,,,,,,
129,Iowa Municipal Fire and Police,2008,,1,,,,,,,,,,,,
129,Iowa Municipal Fire and Police,2009,,1,,,,,,,,,,,,
129,Iowa Municipal Fire and Police,2010,,1,,,,,,,,,,,,
129,Iowa Municipal Fire and Police,2011,,1,,,,,,,,,,,,
129,Iowa Municipal Fire and Police,2012,,1,,,,,,,,,,,,
129,Iowa Municipal Fire and Police,2013,,1,,,,,,,,,,,,
129,Iowa Municipal Fire and Police,2014,,1,,,,,,,,,,,,
129,Iowa Municipal Fire and Police,2015,,1,,,,,,,,,,,,
129,Iowa Municipal Fire and Police,2016,,1,,,,,,,,,,,,
129,Iowa Municipal Fire and Police,2017,,1,,,,,,,,,,,,
130,Louisiana Municipal Police,2005,,1,,,,,,,,,,,,
130,Louisiana Municipal Police,2006,,1,,,,,,,,,,,,
130,Louisiana Municipal Police,2007,,1,,,,,,,,,,,,
130,Louisiana Municipal Police,2008,,1,,,,,,,,,,,,
130,Louisiana Municipal Police,2009,,1,,,,,,,,,,,,
130,Louisiana Municipal Police,2010,,1,,,,,,,,,,,,
130,Louisiana Municipal Police,2011,,1,,,,,,,,,,,,
130,Louisiana Municipal Police,2012,,1,,,,,,,,,,,,
130,Louisiana Municipal Police,2013,,1,,,,,,,,,,,,
130,Louisiana Municipal Police,2014,,1,,,,,,,,,,,,
130,Louisiana Municipal Police,2015,,1,,,,,,,,,,,,
130,Louisiana Municipal Police,2016,,1,,,,,,,,,,,,
130,Louisiana Municipal Police,2017,,1,,,,,,,,,,,,
131,Louisiana Schools,2005,,1,,,,,,,,,,,,
131,Louisiana Schools,2006,,1,,,,,,,,,,,,
131,Louisiana Schools,2007,,1,,,,,,,,,,,,
131,Louisiana Schools,2008,,1,,,,,,,,,,,,
131,Louisiana Schools,2009,,1,,,,,,,,,,,,
131,Louisiana Schools,2010,,1,,,,,,,,,,,,
131,Louisiana Schools,2011,,1,,,,,,,,,,,,
131,Louisiana Schools,2012,,1,,,,,,,,,,,,
131,Louisiana Schools,2013,,1,,,,,,,,,,,,
131,Louisiana Schools,2014,,1,,,,,,,,,,,,
131,Louisiana Schools,2015,,1,,,,,,,,,,,,
131,Louisiana Schools,2016,,1,,,,,,,,,,,,
131,Louisiana Schools,2017,,1,,,,,,,,,,,,
132,Louisiana State Parochial Employees,2005,,1,,,,,,,,,,,,
132,Louisiana State Parochial Employees,2006,,1,,,,,,,,,,,,
132,Louisiana State Parochial Employees,2007,,1,,,,,,,,,,,,
132,Louisiana State Parochial Employees,2008,,1,,,,,,,,,,,,
132,Louisiana State Parochial Employees,2009,,1,,,,,,,,,,,,
132,Louisiana State Parochial Employees,2010,,1,,,,,,,,,,,,
132,Louisiana State Parochial Employees,2011,,1,,,,,,,,,,,,
132,Louisiana State Parochial Employees,2012,,1,,,,,,,,,,,,
132,Louisiana State Parochial Employees,2013,,1,,,,,,,,,,,,
132,Louisiana State Parochial Employees,2014,,1,,,,,,,,,,,,
132,Louisiana State Parochial Employees,2015,,1,,,,,,,,,,,,
132,Louisiana State Parochial Employees,2016,,1,,,,,,,,,,,,
132,Louisiana State Parochial Employees,2017,,1,,,,,,,,,,,,
133,Minnesota Police and Fire,2005,,1,,,,,,,,,,,,
133,Minnesota Police and Fire,2006,,1,,,,,,,,,,,,
133,Minnesota Police and Fire,2007,,1,,,,,,,,,,,,
133,Minnesota Police and Fire,2008,,1,,,,,,,,,,,,
133,Minnesota Police and Fire,2009,,1,,,,,,,,,,,,
133,Minnesota Police and Fire,2010,2010 MPERA CAFR p59; MN PERA fees reported in aggregate,,1,5,0.2620343,18898,3828,,,,,,,
133,Minnesota Police and Fire,2011,2011 MPERA CAFR p51;  MN PERA fees reported in aggregate,,1,5,0.26477617,22335,4126,,,,,,,
133,Minnesota Police and Fire,2012,2012 MPERA CAFR p51;  MN PERA fees reported in aggregate,,1,5,0.28178719,21863,4403,,,,,,,
133,Minnesota Police and Fire,2013,2013 MPERA CAFR; MN PERA fees reported in aggregate,,1,5,0.28015074,24459,4734,,,,,,,
133,Minnesota Police and Fire,2014,2014 MPERA CAFR; MN PERA fees reported in aggregate,,1,5,0.2789863,28998,5325,,,,,,,
133,Minnesota Police and Fire,2015,2015 MPERA CAFR; MN PERA fees reported in aggregate,,1,5,0.27827647,29177,5693,,,,,,,
133,Minnesota Police and Fire,2016,2016 MPERA CAFR; MN PERA fees reported in aggregate,,1,5,0.27716011,26112,5794,,,,,,,
133,Minnesota Police and Fire,2017,2017 MPERA CAFR p83; MN PERA fees reported in aggregate,,1,5,0.2745491,22520,5172,,,,,,,
134,Oklahoma Police,2005,No CAFR,1,,,,,,,,,,,,
134,Oklahoma Police,2006,No CAFR,1,,,,,,,,,,,,
134,Oklahoma Police,2007,No CAFR,1,,,,,,,,,,,,
134,Oklahoma Police,2008,No CAFR,1,,,,,,,,,,,,
134,Oklahoma Police,2009,No CAFR,1,,,,,,,,,,,,
134,Oklahoma Police,2010,2011 OPPRS CAFR p69,,,,,4017,2397,574,,3248,,,,
134,Oklahoma Police,2011,2011 OPPRS CAFR p69,,,,,4225,2516,1375,,2875,,,,
134,Oklahoma Police,2012,2012 OPPRS CAFR,,,,,4187,2531,1159,,3225,,,,
134,Oklahoma Police,2013,2013 OPPRS CAFR,,,,,4909,2716,1115,,2472,,,,
134,Oklahoma Police,2014,2015 OPPRS CAFR p75,,,,,4163,2802,2120,,2473,,,,
134,Oklahoma Police,2015,2015 OPPRS CAFR p75,,,,,5050,3021,1573,,2842,,,,
134,Oklahoma Police,2016,2017 OPPRS CAFR p80,,,,,4318,2747,2338,,2394,,664,,
134,Oklahoma Police,2017,2017 OPPRS CAFR p80,,,,,5119,2491,2741,,2591,,658,,
135,Utah Public Safety,2005,2005 URS CAFR p46 investment expense proportion; 2005 URS CAFR p99; All Utah plan fees reported in aggregate. ,,1,9,0.094297171,29754,6346,1145,,5214,,,,
135,Utah Public Safety,2006,2006 URS CAFR p46 investment expense proportion; 2006 URS CAFR p103; All Utah plan fees reported in aggregate. ,,1,9,0.094908476,24841,8403,1130,,16336,,,,
135,Utah Public Safety,2007,2007 URS CAFR p46 investment expense proportion; All Utah plan fees reported in aggregate.  ,,1,9,0.095738046,37522,5748,1149,,12808,2897,,,
135,Utah Public Safety,2008,2008 URS CAFR p49 investment expense proportion; All Utah plan fees reported in aggregate. ,,1,9,0.094693087,20245,6106,1003,,13722,1685,,,
135,Utah Public Safety,2009,2009 URS CAFR p49 investment expense proportion; All Utah plan fees reported in aggregate. ,,1,9,0.095378585,17455,5994,737,,11333,1236,,,
135,Utah Public Safety,2010,2010 URS CAFR p48 investment expense proportion; All Utah plan fees reported in aggregate. ,,1,9,0.096649341,24067,11009,1086,,4018,2699,,,
135,Utah Public Safety,2011,2011 URS CAFR; All Utah plan fees reported in aggregate.,,1,9,0.098253667,23852,5199,,,9075,2342,,,
135,Utah Public Safety,2012,2012 URS CAFR; All Utah plan fees reported in aggregate.,,1,9,0.097958632,25376,4779,658,,1091,1670,,,
135,Utah Public Safety,2013,2013 URS CAFR; All Utah plan fees reported in aggregate.,,1,9,0.10155887,22822,4912,804,,2309,17808,,213,
135,Utah Public Safety,2014,2014 URS CAFR; All Utah plan fees reported in aggregate.,,1,9,0.099936724,25688,5832,,,1877,2415,,579,
135,Utah Public Safety,2015,2015 URS CAFR p136; All Utah plan fees reported in aggregate. ,,1,9,0.10243077,2922,7003,967,,8082,25381,,356,
135,Utah Public Safety,2016,2016 URS CAFR; All Utah plan fees reported in aggregate.,,1,9,0.10335662,25324,6104,687,,3736,1562,,1076,
135,Utah Public Safety,2017,2017 URS CAFR p147; All Utah plan fees reported in aggregate.,,1,9,0.1048076,28086,5233,1944,,4077,4702,,1144,
136,Pennsylvania Municipal,2005,,1,,,,,,,,,,,,
136,Pennsylvania Municipal,2006,,1,,,,,,,,,,,,
136,Pennsylvania Municipal,2007,,1,,,,,,,,,,,,
136,Pennsylvania Municipal,2008,,1,,,,,,,,,,,,
136,Pennsylvania Municipal,2009,,1,,,,,,,,,,,,
136,Pennsylvania Municipal,2010,No fees broken down by asset class,1,,,,,,,,,,,,
136,Pennsylvania Municipal,2011,2012 PMRS CAFR p43,,,,,3174,,1967,,,,,,
136,Pennsylvania Municipal,2012,2012 PMRS CAFR p43,,,,,3311,,2174,,,,,,
136,Pennsylvania Municipal,2013,2013 PMRS CAFR,,,,,3822,,2427,,,,,,
136,Pennsylvania Municipal,2014,2014 PMRS CAFR,,,,,3388,,2593,,,,,,
136,Pennsylvania Municipal,2015,2015 PMRS CAFR p46,,,,,3941,,3273,,,,,,
136,Pennsylvania Municipal,2016,2016 PMRS CAFR,,,,,4283,,3724,,,,,,
136,Pennsylvania Municipal,2017,2017 PMRS CAFR p52,,,,,5088,,4039,,,,,,
137,Alameda County ERS,2005,2005 ACERA CAFR p147,,,,,8486,2512,6789,,,,,,
137,Alameda County ERS,2006,2006 ACERA CAFR p67,,,,,10134,2628,3145,,,,,,
137,Alameda County ERS,2007,2007 ACERA CAFR,,,,,11852,2744,3529,,,,,,
137,Alameda County ERS,2008,2008 ACERA CAFR,,,,,10366,2544,2891,,,503,,,
137,Alameda County ERS,2009,2009 ACERA CAFR,,,,,8034,1850,2718,,,2419,,,
137,Alameda County ERS,2010,2010 ACERA CAFR,,,,,9204,2230,2599,,,3270,,,
137,Alameda County ERS,2011,2011 ACERA CAFR,,,,,12751,2926,2553,,,3774,450,,
137,Alameda County ERS,2012,2012 ACERA CAFR,,,,,11872,2671,2804,,,6483,1163,,
137,Alameda County ERS,2013,2013 ACERA CAFR,,,,,15880,2171,3651,,,7382,1946,,
137,Alameda County ERS,2014,2014 ACERA CAFR,,,,,16722,2171,4043,,,17231,955,,
137,Alameda County ERS,2015,2015 ACERA CAFR p81,,,,,16582,2201,5042,,,21651,1539,,
137,Alameda County ERS,2016,2016 ACERA CAFR,,,,,14988,2214,4484,,,17314,1900,,
137,Alameda County ERS,2017,2017 ACERA CAFR p88,,,,,19997,2426,5409,,17389,3758,2434,,
138,Kern County ERS,2005,2005 KCERA CAFR p45; 58,,,,,2478,1086,268,,,,,,
138,Kern County ERS,2006,2006 KCERA CAFR,,,,,3869,2223,294,,,,,,
138,Kern County ERS,2007,2007 KCERA CAFR,,,,,4699,1614,607,,,,,,
138,Kern County ERS,2008,2008 KCERA CAFR,,,,,5681,1730,,,,,654,,
138,Kern County ERS,2009,2009 KCERA CAFR,,,,,2100,1406,,,,,331,,
138,Kern County ERS,2010,2010 KCERA CAFR,,,,,2438,1469,,,,,368,,
138,Kern County ERS,2011,2011 KCERA CAFR,,,,,3812,1363,,,,,529,,
138,Kern County ERS,2012,2012 KCERA CAFR,,,,,4095,1560,531,,,,,,
138,Kern County ERS,2013,2013 KCERA CAFR,,,,,4279,1931,610,,,,,,
138,Kern County ERS,2014,2014 KCERA CAFR,,,,,5535,2507,1754,,2317,4252,365,,
138,Kern County ERS,2015,2015 KCERA CAFR p78,,,,,7011,2396,2194,,2209,8075,592,,
138,Kern County ERS,2016,2016 KCERA CAFR,,,,,7092,1978,1885,,2039,5001,729,,
138,Kern County ERS,2017,2017 KCERA CAFR p78,,,,,5588,2972,2225,,1661,9065,1242,,
139,Los Angeles ERS,2005,2005 LACERS CAFR p55,,,,,13182,2278,4325,,,,,,
139,Los Angeles ERS,2006,2006 LACERS CAFR p59,,,,,13697,2681,6366,,2818,,,,
139,Los Angeles ERS,2007,2007 LACERS CAFR,,,,,16563,2623,9819,,12164,,,,
139,Los Angeles ERS,2008,2008 LACERS CAFR,,,,,18199,3149,10441,,13070,,,,
139,Los Angeles ERS,2009,2009 LACERS CAFR,,,,,11328,3870,11234,,18661,,,,
139,Los Angeles ERS,2010,2010 LACERS CAFR,,,,,15354,6342,10750,,20098,,,,
139,Los Angeles ERS,2011,2011 LACERS CAFR,,,,,17310,7127,9392,,20020,,,,
139,Los Angeles ERS,2012,2012 LACERS CAFR,,,,,15451,3652,9000,,18758,,,,
139,Los Angeles ERS,2013,2013 LACERS CAFR,,,,,15017,4470,9090,,18050,,,,
139,Los Angeles ERS,2014,2014 LACERS CAFR,,,,,19135,4298,9992,,20145,,,,
139,Los Angeles ERS,2015,2015 LACERS CAFR p75,,,,,20281,5425,13986,,20317,,,,
139,Los Angeles ERS,2016,2016 LACERS CAFR,,,,,19840,5653,10936,,26614,,,,
139,Los Angeles ERS,2017,2017 LACERS CAFR p82,,,,,21759,5790,9137,,31837,,,,
140,Los Angeles Fire and Police,2005,,1,,,,,,,,,,,,
140,Los Angeles Fire and Police,2006,,1,,,,,,,,,,,,
140,Los Angeles Fire and Police,2007,,1,,,,,,,,,,,,
140,Los Angeles Fire and Police,2008,,1,,,,,,,,,,,,
140,Los Angeles Fire and Police,2009,,1,,,,,,,,,,,,
140,Los Angeles Fire and Police,2010,,1,,,,,,,,,,,,
140,Los Angeles Fire and Police,2011,,1,,,,,,,,,,,,
140,Los Angeles Fire and Police,2012,,1,,,,,,,,,,,,
140,Los Angeles Fire and Police,2013,,1,,,,,,,,,,,,
140,Los Angeles Fire and Police,2014,,1,,,,,,,,,,,,
140,Los Angeles Fire and Police,2015,,1,,,,,,,,,,,,
140,Los Angeles Fire and Police,2016,,1,,,,,,,,,,,,
140,Los Angeles Fire and Police,2017,,1,,,,,,,,,,,,
141,Los Angeles Water and Power,2005,,1,,,,,,,,,,,,
141,Los Angeles Water and Power,2006,,1,,,,,,,,,,,,
141,Los Angeles Water and Power,2007,,1,,,,,,,,,,,,
141,Los Angeles Water and Power,2008,,1,,,,,,,,,,,,
141,Los Angeles Water and Power,2009,,1,,,,,,,,,,,,
141,Los Angeles Water and Power,2010,,1,,,,,,,,,,,,
141,Los Angeles Water and Power,2011,,1,,,,,,,,,,,,
141,Los Angeles Water and Power,2012,,1,,,,,,,,,,,,
141,Los Angeles Water and Power,2013,,1,,,,,,,,,,,,
141,Los Angeles Water and Power,2014,,1,,,,,,,,,,,,
141,Los Angeles Water and Power,2015,,1,,,,,,,,,,,,
141,Los Angeles Water and Power,2016,,1,,,,,,,,,,,,
141,Los Angeles Water and Power,2017,,1,,,,,,,,,,,,
142,Orange County ERS,2005,2005 OCERS CAFR p49,,,,,7311,3411,3557,,3734,,,,
142,Orange County ERS,2006,2006 OCERS CAFR p42,,,,,9038,3869,3074,,2457,,,,
142,Orange County ERS,2007,2007 OCERS CAFR p44,,,,,13422,4483,8462,,3746,,,,
142,Orange County ERS,2008,2008 OCERS CAFR p47,,,,,11265,4465,3980,,18323,,,,
142,Orange County ERS,2009,2009 OCERS CAFR p53,,,,,9145,4774,3614,,4743,3399,2162,64,
142,Orange County ERS,2010,2010 OCERS CAFR p64,,,,,23559,6128,5299,,1077,497,3090,,
142,Orange County ERS,2011,2011 OCERS CAFR p68,,,,,15387,6294,4705,3570,,,,,
142,Orange County ERS,2012,2012 OCERS CAFR p68,,,,,8830,6139,4092,8870,,,4044,,
142,Orange County ERS,2013,"2013 OCERS CAFR p72; **p72 and p85 have contradictory fee data (the fees are listed from largest to smallest on both pages, but on pXX, the asset classes are listed in alphabetical order).  Deferring to p72 as the asset classes and corresponding fees are more historically consistent and credible.  ",,,,,11391,3728,3938,250,,5332,5650,,
142,Orange County ERS,2014,2014 OCERS CAFR p67,,,,,12736,3941,3284,,1408,3582,5442,,
142,Orange County ERS,2015,2015 OCERS CAFR p67,,,,,11331,3278,9407,,1243,9785,4192,,
142,Orange County ERS,2016,2016 OCERS CAFR p80,,,,,12031,3817,10885,,3935,24200,7269,,
142,Orange County ERS,2017,2017 OCERS CAFR p72,,,,,12632,974,15697,,8093,24052,9000,,
143,Sacramento County ERS,2005,2005 SCERS CAFR p55,,,,,6125,2010,6348,,,2098,,,
143,Sacramento County ERS,2006,2006 SCERS CAFR,,,,,9915,1838,13353,,,2633,,,
143,Sacramento County ERS,2007,2007 SCERS CAFR,,,,,11110,1917,12179,,,2742,,,
143,Sacramento County ERS,2008,2008 SCERS CAFR,,,,,9489,1903,9013,,,3433,,,
143,Sacramento County ERS,2009,2009 SCERS CAFR,,,,,7212,1693,1463,,1720,3665,,,
143,Sacramento County ERS,2010,2010 SCERS CAFR,,,,,9403,1695,5300,,1824,4365,,,
143,Sacramento County ERS,2011,2011 SCERS CAFR,,,,,12123,1773,4618,,2269,4628,,,
143,Sacramento County ERS,2012,2012 SCERS CAFR,,,,,11467,1796,4800,,2970,4876,,,
143,Sacramento County ERS,2013,2013 SCERS CAFR,,,,,14336,1947,,,3919,5370,6978,,
143,Sacramento County ERS,2014,2015 plan CAFR p74,,,,,14805,3094,,,7049,11995,7176,,
143,Sacramento County ERS,2015,2015 plan CAFR p74,,,,,14103,3691,,,11050,12693,14711,,
143,Sacramento County ERS,2016,2016 SCERS CAFR,,,,,12794,3613,,,10783,13377,13819,,
143,Sacramento County ERS,2017,2017 SCERS CAFR p83,,,,,13258,3854,,,23423,19057,19138,,
144,San Diego City ERS,2005,2005 SDCERS CAFR p83,,,,,8939,4672,2053,,,,,,
144,San Diego City ERS,2006,2006 SDCERS CAFR,,,,,10302,4972,2231,,,,,,
144,San Diego City ERS,2007,2007 SDCERS CAFR,,,,,12004,5492,3367,,,,,,
144,San Diego City ERS,2008,2008 SDCERS CAFR,,,,,12715,5713,4730,,,,,,
144,San Diego City ERS,2009,2009 SDCERS CAFR,,,,,9678,4705,4380,,,,,48,
144,San Diego City ERS,2010,2010 SDCERS CAFR,,,,,10910,4379,4710,,1552,,,185,
144,San Diego City ERS,2011,2011 SDCERS CAFR,,,,,10704,3898,4863,,5193,,,255,
144,San Diego City ERS,2012,2012 SDCERS CAFR,,,,,8676,2180,5810,,1651,,667,193,
144,San Diego City ERS,2013,2013 SDCERS CAFR,,,,,8964,2986,5662,,2728,,1332,192,
144,San Diego City ERS,2014,2014 SDCERS CAFR,,,,,9912,3427,12346,,2671,68,1303,187,
144,San Diego City ERS,2015,2015 SDCERS CAFR p70,,,,,9564,4004,7043,,5124,2754,,204,
144,San Diego City ERS,2016,2016 SDCERS CAFR,,,,,8489,3757,8384,,6239,2451,,185,
144,San Diego City ERS,2017,2017 SDCERS CAFR p66,,,,,11538,3909,7880,,6812,1997,,206,
145,Chicago Municipal,2005,2005 plan CAFR p33,,,,,13102,1638,3210,,3718,,,,
145,Chicago Municipal,2006,2006 plan CAFR,,,,,14580,1499,3584,,3385,,,,
145,Chicago Municipal,2007,2007 plan CAFR,,,,,16869,1532,4191,,3323,,,,
145,Chicago Municipal,2008,2008 plan CAFR,,,,,13031,881,4001,,3940,,,,
145,Chicago Municipal,2009,2009 plan CAFR,,,,,7971,1382,3354,,4489,2941,,,
145,Chicago Municipal,2010,2010 plan CAFR,,,,,9185,2043,3299,,4850,3992,,,
145,Chicago Municipal,2011,2011 plan CAFR,,,,,9088,2119,4426,,5631,3839,,,
145,Chicago Municipal,2012,2012 plan CAFR,,,,,9153,2306,4746,,4252,3856,,,
145,Chicago Municipal,2013,2013 plan CAFR,,,,,9196,2372,4880,,4727,4210,,,
145,Chicago Municipal,2014,2015 plan CAFR p55,,,,,8595,2383,4791,,4010,4170,,,
145,Chicago Municipal,2015,2015 plan CAFR p55,,,,,7284,2476,5020,,4028,3921,,,
145,Chicago Municipal,2016,2017 plan CAFR p65,,,,,6591,2350,4855,,2744,3140,,,
145,Chicago Municipal,2017,2017 plan CAFR p65,,,,,6619,2135,3571,,2291,3079,,,
146,Chicago Police,2005,,1,,,,,,,,,,,,
146,Chicago Police,2006,,1,,,,,,,,,,,,
146,Chicago Police,2007,,1,,,,,,,,,,,,
146,Chicago Police,2008,,1,,,,,,,,,,,,
146,Chicago Police,2009,,1,,,,,,,,,,,,
146,Chicago Police,2010,,1,,,,,,,,,,,,
146,Chicago Police,2011,,1,,,,,,,,,,,,
146,Chicago Police,2012,,1,,,,,,,,,,,,
146,Chicago Police,2013,,1,,,,,,,,,,,,
146,Chicago Police,2014,,1,,,,,,,,,,,,
146,Chicago Police,2015,,1,,,,,,,,,,,,
146,Chicago Police,2016,,1,,,,,,,,,,,,
146,Chicago Police,2017,,1,,,,,,,,,,,,
147,Cook County ERS,2005,,1,,,,,,,,,,,,
147,Cook County ERS,2006,,1,,,,,,,,,,,,
147,Cook County ERS,2007,,1,,,,,,,,,,,,
147,Cook County ERS,2008,,1,,,,,,,,,,,,
147,Cook County ERS,2009,2009 plan CAFR p65,,,,,7286,2555,828,,1361,,,,
147,Cook County ERS,2010,2010 plan CAFR,,,,,8948,3135,1097,,1151,,,,
147,Cook County ERS,2011,2011 plan CAFR,,,,,10281,3186,1758,,926,,,,
147,Cook County ERS,2012,2012 plan CAFR,,,,,10126,3205,2169,,946,2667,,,
147,Cook County ERS,2013,2013 plan CAFR,,,,,12168,3360,3882,,642,6950,,,
147,Cook County ERS,2014,2014 plan CAFR,,,,,14633,3723,4308,,1120,7458,,,
147,Cook County ERS,2015,2015 plan CAFR p76,,,,,15246,3852,4160,,2136,7717,,,
147,Cook County ERS,2016,2016 plan CAFR,,,,,14806,3884,5474,,1870,6153,,,
147,Cook County ERS,2017,2017 plan CAFR,,,,,16680,3537,5852,,2292,6063,,,
148,Boston RS,2005,,1,,,,,,,,,,,,
148,Boston RS,2006,,1,,,,,,,,,,,,
148,Boston RS,2007,,1,,,,,,,,,,,,
148,Boston RS,2008,,1,,,,,,,,,,,,
148,Boston RS,2009,,1,,,,,,,,,,,,
148,Boston RS,2010,,1,,,,,,,,,,,,
148,Boston RS,2011,,1,,,,,,,,,,,,
148,Boston RS,2012,,1,,,,,,,,,,,,
148,Boston RS,2013,,1,,,,,,,,,,,,
148,Boston RS,2014,,1,,,,,,,,,,,,
148,Boston RS,2015,,1,,,,,,,,,,,,
148,Boston RS,2016,,1,,,,,,,,,,,,
148,Boston RS,2017,,1,,,,,,,,,,,,
149,New York City Fire,2005,No report,1,,,,,,,,,,,,
149,New York City Fire,2006,No report,1,,,,,,,,,,,,
149,New York City Fire,2007,No report,1,,,,,,,,,,,,
149,New York City Fire,2008,No report,1,,,,,,,,,,,,
149,New York City Fire,2009,2009 plan CAFR p70,,,,,5314,1945,2471,,8267,,,,
149,New York City Fire,2010,2010 plan CAFR p58,,,,,7830,2748,3035,,10758,,,,
149,New York City Fire,2011,2011 plan CAFR p55,,,,,8149,4162,2545,,9316,,,,
149,New York City Fire,2012,2012 plan CAFR p57,,,,,8423,2490,3299,,10851,1025,,,
149,New York City Fire,2013,2013 plan CAFR p76,,,,,6300,3384,5090,,9605,4263,,,
149,New York City Fire,2014,2014 plan CAFR p89,,,,,10391,2984,4335,,10603,4582,,,
